# NMDC submission-schema env-triad value sets, vendored for the term validator
# (nmdc_ingest_agent.validators.valuesets). Do not hand-edit: regenerate with
#   uv run --with nmdc-submission-schema python -m nmdc_ingest_agent.validators.generate_valuesets
# nmdc_submission_schema_version: 11.24.0
# generated: 2026-09-21
interface	slot	enum	curie	label	text
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:01001525	hard-frozen soil	hard-frozen soil [ENVO:01001525]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005781	heat stressed soil	heat stressed soil [ENVO:00005781]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002243	histosol	histosol [ENVO:00002243]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005751	jungle soil	jungle soil [ENVO:00005751]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002240	kastanozem	kastanozem [ENVO:00002240]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005756	lawn soil	lawn soil [ENVO:00005756]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005783	leafy wood soil	leafy wood soil [ENVO:00005783]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002241	leptosol	leptosol [ENVO:00002241]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005766	limed soil	limed soil [ENVO:00005766]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002242	lixisol	lixisol [ENVO:00002242]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002258	loam	loam [ENVO:00002258]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002248	luvisol	luvisol [ENVO:00002248]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005767	manured soil	manured soil [ENVO:00005767]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005761	meadow soil	meadow soil [ENVO:00005761]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005769	mountain forest soil	mountain forest soil [ENVO:00005769]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005771	muddy soil	muddy soil [ENVO:00005771]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002247	nitisol	nitisol [ENVO:00002247]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005768	orchid soil	orchid soil [ENVO:00005768]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005782	ornithogenic soil	ornithogenic soil [ENVO:00005782]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005740	paddy field soil	paddy field soil [ENVO:00005740]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:03600036	pathogen-suppressive soil	pathogen-suppressive soil [ENVO:03600036]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002249	phaeozem	phaeozem [ENVO:00002249]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002251	planosol	planosol [ENVO:00002251]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:01001527	plastic-frozen soil	plastic-frozen soil [ENVO:01001527]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002250	plinthosol	plinthosol [ENVO:00002250]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002257	podzol	podzol [ENVO:00002257]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005764	pond soil	pond soil [ENVO:00005764]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005790	red soil	red soil [ENVO:00005790]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002256	regosol	regosol [ENVO:00002256]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005788	rubber plantation soil	rubber plantation soil [ENVO:00005788]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005746	savanna soil	savanna soil [ENVO:00005746]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005752	sawah soil	sawah soil [ENVO:00005752]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00001998	soil	soil [ENVO:00001998]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002252	solonchak	solonchak [ENVO:00002252]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002255	solonetz	solonetz [ENVO:00002255]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005784	spruce forest soil	spruce forest soil [ENVO:00005784]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002274	stagnosol	stagnosol [ENVO:00002274]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:02000059	surface soil	surface soil [ENVO:02000059]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002275	technosol	technosol [ENVO:00002275]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005778	tropical soil	tropical soil [ENVO:00005778]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:01001397	ultisol	ultisol [ENVO:01001397]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002253	umbrisol	umbrisol [ENVO:00002253]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005786	upland soil	upland soil [ENVO:00005786]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005779	vegetable garden soil	vegetable garden soil [ENVO:00005779]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002254	vertisol	vertisol [ENVO:00002254]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00002030	aquatic biome	aquatic biome [ENVO:00002030]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000004	concentration basin mediterranean sea biome	concentration basin mediterranean sea biome [ENVO:01000004]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000128	dilution basin mediterranean sea biome	dilution basin mediterranean sea biome [ENVO:01000128]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000045	epeiric sea biome	epeiric sea biome [ENVO:01000045]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000020	estuarine biome	estuarine biome [ENVO:01000020]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00000873	freshwater biome	freshwater biome [ENVO:00000873]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000252	freshwater lake biome	freshwater lake biome [ENVO:01000252]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000253	freshwater river biome	freshwater river biome [ENVO:01000253]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:03605008	freshwater stream biome	freshwater stream biome [ENVO:03605008]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00000891	large freshwater lake biome	large freshwater lake biome [ENVO:00000891]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00000887	large river biome	large river biome [ENVO:00000887]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00000889	large river delta biome	large river delta biome [ENVO:00000889]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00000888	large river headwater biome	large river headwater biome [ENVO:00000888]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000046	marginal sea biome	marginal sea biome [ENVO:01000046]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000027	marine abyssal zone biome	marine abyssal zone biome [ENVO:01000027]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000054	marine basaltic hydrothermal vent biome	marine basaltic hydrothermal vent biome [ENVO:01000054]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000026	marine bathyal zone biome	marine bathyal zone biome [ENVO:01000026]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000024	marine benthic biome	marine benthic biome [ENVO:01000024]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00000447	marine biome	marine biome [ENVO:00000447]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000051	marine black smoker biome	marine black smoker biome [ENVO:01000051]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000127	marine cold seep biome	marine cold seep biome [ENVO:01000127]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000049	marine coral reef biome	marine coral reef biome [ENVO:01000049]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000028	marine hadal zone biome	marine hadal zone biome [ENVO:01000028]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000030	marine hydrothermal vent biome	marine hydrothermal vent biome [ENVO:01000030]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000025	marine neritic benthic zone biome	marine neritic benthic zone biome [ENVO:01000025]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000023	marine pelagic biome	marine pelagic biome [ENVO:01000023]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000029	marine reef biome	marine reef biome [ENVO:01000029]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000022	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000123	marine sponge reef biome	marine sponge reef biome [ENVO:01000123]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000050	marine subtidal rocky reef biome	marine subtidal rocky reef biome [ENVO:01000050]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000053	marine ultramafic hydrothermal vent biome	marine ultramafic hydrothermal vent biome [ENVO:01000053]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000858	marine upwelling biome	marine upwelling biome [ENVO:01000858]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000052	marine white smoker biome	marine white smoker biome [ENVO:01000052]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000047	mediterranean sea biome	mediterranean sea biome [ENVO:01000047]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000042	neritic epipelagic zone biome	neritic epipelagic zone biome [ENVO:01000042]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000043	neritic mesopelagic zone biome	neritic mesopelagic zone biome [ENVO:01000043]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000032	neritic pelagic zone biome	neritic pelagic zone biome [ENVO:01000032]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000041	neritic sea surface microlayer biome	neritic sea surface microlayer biome [ENVO:01000041]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000048	ocean biome	ocean biome [ENVO:01000048]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000038	oceanic abyssopelagic zone biome	oceanic abyssopelagic zone biome [ENVO:01000038]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000037	oceanic bathypelagic zone biome	oceanic bathypelagic zone biome [ENVO:01000037]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000040	oceanic benthopelagic zone biome	oceanic benthopelagic zone biome [ENVO:01000040]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000035	oceanic epipelagic zone biome	oceanic epipelagic zone biome [ENVO:01000035]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000039	oceanic hadal pelagic zone biome	oceanic hadal pelagic zone biome [ENVO:01000039]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000036	oceanic mesopelagic zone biome	oceanic mesopelagic zone biome [ENVO:01000036]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000033	oceanic pelagic zone biome	oceanic pelagic zone biome [ENVO:01000033]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000034	oceanic sea surface microlayer biome	oceanic sea surface microlayer biome [ENVO:01000034]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00000892	small freshwater lake biome	small freshwater lake biome [ENVO:00000892]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00000890	small river biome	small river biome [ENVO:00000890]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000856	temperate marginal sea biome	temperate marginal sea biome [ENVO:01000856]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000860	temperate marine upwelling biome	temperate marine upwelling biome [ENVO:01000860]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000857	temperate mediterranean sea biome	temperate mediterranean sea biome [ENVO:01000857]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01001230	tropical marginal sea biome	tropical marginal sea biome [ENVO:01001230]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000854	tropical marine coral reef biome	tropical marine coral reef biome [ENVO:01000854]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:01000859	tropical marine upwelling biome	tropical marine upwelling biome [ENVO:01000859]
WaterInterface	env_broad_scale	EnvBroadScaleWaterEnum	ENVO:00000893	xeric basin biome	xeric basin biome [ENVO:00000893]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000244	abyssal plain	abyssal plain [ENVO:00000244]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00001997	acid mine drainage	acid mine drainage [ENVO:00001997]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000114	agricultural field	agricultural field [ENVO:00000114]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01001072	anoxic lake	anoxic lake [ENVO:01001072]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03600074	aquaculture farm	aquaculture farm [ENVO:03600074]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00012408	aquifer	aquifer [ENVO:00012408]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000220	archipelago	archipelago [ENVO:00000220]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000091	beach	beach [ENVO:00000091]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00002034	biofilm	biofilm [ENVO:00002034]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000218	black smoker	black smoker [ENVO:00000218]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000067	cave	cave [ENVO:00000067]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000687	coast	coast [ENVO:01000687]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000263	cold seep	cold seep [ENVO:01000263]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000298	continental margin	continental margin [ENVO:01000298]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000150	coral reef	coral reef [ENVO:00000150]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03600071	cyanobacterial bloom	cyanobacterial bloom [ENVO:03600071]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:02000139	desert spring	desert spring [ENVO:02000139]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00002131	epilimnion	epilimnion [ENVO:00002131]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000045	estuary	estuary [ENVO:00000045]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000232	fen	fen [ENVO:00000232]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000039	fjord	fjord [ENVO:00000039]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000255	flood plain	flood plain [ENVO:00000255]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000021	freshwater lake	freshwater lake [ENVO:00000021]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000409	freshwater littoral zone	freshwater littoral zone [ENVO:01000409]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000297	freshwater river	freshwater river [ENVO:01000297]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03605007	freshwater stream	freshwater stream [ENVO:03605007]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000488	glacial lake	glacial lake [ENVO:00000488]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000133	glacier	glacier [ENVO:00000133]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000214	hadalpelagic zone	hadalpelagic zone [ENVO:00000214]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000463	harbour	harbour [ENVO:00000463]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000153	headwater	headwater [ENVO:00000153]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000051	hot spring	hot spring [ENVO:00000051]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000215	hydrothermal vent	hydrothermal vent [ENVO:00000215]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00002130	hypolimnion	hypolimnion [ENVO:00002130]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000475	inlet	inlet [ENVO:00000475]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000316	intertidal zone	intertidal zone [ENVO:00000316]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000020	lake	lake [ENVO:00000020]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000407	littoral zone	littoral zone [ENVO:01000407]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000057	mangrove swamp	mangrove swamp [ENVO:00000057]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000210	marine aphotic zone	marine aphotic zone [ENVO:00000210]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000211	marine bathypelagic zone	marine bathypelagic zone [ENVO:00000211]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03600041	marine lake	marine lake [ENVO:03600041]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000213	marine mesopelagic zone	marine mesopelagic zone [ENVO:00000213]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000206	marine neritic zone	marine neritic zone [ENVO:00000206]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000208	marine pelagic zone	marine pelagic zone [ENVO:00000208]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000209	marine photic zone	marine photic zone [ENVO:00000209]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000035	marsh	marsh [ENVO:00000035]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03000040	melt pond	melt pond [ENVO:03000040]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00002132	metalimnion	metalimnion [ENVO:00002132]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000008	microbial mat	microbial mat [ENVO:01000008]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000076	mine	mine [ENVO:00000076]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00001996	mine drainage	mine drainage [ENVO:00001996]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000402	mud volcano	mud volcano [ENVO:00000402]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000015	ocean	ocean [ENVO:00000015]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000275	ocean trench	ocean trench [ENVO:00000275]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000749	oceanic crust	oceanic crust [ENVO:01000749]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00002063	oil seep	oil seep [ENVO:00002063]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00002061	oil spill	oil spill [ENVO:00002061]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000044	peatland	peatland [ENVO:00000044]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01001871	pit	pit [ENVO:01001871]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000033	pond	pond [ENVO:00000033]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000871	puddle of water	puddle of water [ENVO:01000871]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000025	reservoir	reservoir [ENVO:00000025]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000148	riffle	riffle [ENVO:00000148]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000022	river	river [ENVO:00000022]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000055	saline evaporation pond	saline evaporation pond [ENVO:00000055]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000054	saline marsh	saline marsh [ENVO:00000054]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000016	sea	sea [ENVO:00000016]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000905	shrimp pond	shrimp pond [ENVO:01000905]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000195	sinkhole	sinkhole [ENVO:00000195]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000027	spring	spring [ENVO:00000027]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03600096	step pool	step pool [ENVO:03600096]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000394	strait	strait [ENVO:00000394]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000023	stream	stream [ENVO:00000023]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03600094	stream pool	stream pool [ENVO:03600094]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03600095	stream run	stream run [ENVO:03600095]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03000120	subglacial lake	subglacial lake [ENVO:03000120]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:02000145	subterranean lake	subterranean lake [ENVO:02000145]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000233	swamp ecosystem	swamp ecosystem [ENVO:00000233]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:00000247	volcano	volcano [ENVO:00000247]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01001191	water surface	water surface [ENVO:01001191]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:03600052	water tap	water tap [ENVO:03600052]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000002	water well	water well [ENVO:01000002]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01001209	wetland ecosystem	wetland ecosystem [ENVO:01001209]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000140	whale fall	whale fall [ENVO:01000140]
WaterInterface	env_local_scale	EnvLocalScaleWaterEnum	ENVO:01000142	wood fall	wood fall [ENVO:01000142]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000358	acidic water	acidic water [ENVO:01000358]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000357	alkaline water	alkaline water [ENVO:01000357]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000173	anoxic water	anoxic water [ENVO:01000173]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00003045	bacon curing brine	bacon curing brine [ENVO:00003045]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000872	ballast water	ballast water [ENVO:01000872]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000007	blue ice	blue ice [ENVO:03000007]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002142	borax leachate	borax leachate [ENVO:00002142]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00003097	bore hole water	bore hole water [ENVO:00003097]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002019	brackish water	brackish water [ENVO:00002019]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00003044	brine	brine [ENVO:00003044]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001190	brown sea ice	brown sea ice [ENVO:01001190]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03600081	cloud water	cloud water [ENVO:03600081]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002150	coastal sea water	coastal sea water [ENVO:00002150]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001514	congelation ice in a fresh water body	congelation ice in a fresh water body [ENVO:01001514]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001512	congelation sea ice	congelation sea ice [ENVO:01001512]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002186	contaminated water	contaminated water [ENVO:00002186]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03600002	cooling water	cooling water [ENVO:03600002]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:06105269	desalinated water	desalinated water [ENVO:06105269]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00003065	distilled water	distilled water [ENVO:00003065]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002158	ditch water	ditch water [ENVO:00002158]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002159	drilling bore water	drilling bore water [ENVO:00002159]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00003064	drinking water	drinking water [ENVO:00003064]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03605001	epilithon	epilithon [ENVO:03605001]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03605002	epipelon	epipelon [ENVO:03605002]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03605003	epiphyton	epiphyton [ENVO:03605003]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03605004	epipsammon	epipsammon [ENVO:03605004]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03605005	epixylon	epixylon [ENVO:03605005]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000005	erosionally enriched glacial ice	erosionally enriched glacial ice [ENVO:03000005]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000025	erosionally enriched ice	erosionally enriched ice [ENVO:03000025]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000301	estuarine water	estuarine water [ENVO:01000301]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002224	eutrophic water	eutrophic water [ENVO:00002224]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000071	first year ice	first year ice [ENVO:03000071]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000940	fissure water	fissure water [ENVO:01000940]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001523	frazil	frazil [ENVO:01001523]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000046	frazil ice	frazil ice [ENVO:03000046]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002011	fresh water	fresh water [ENVO:00002011]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001515	freshwater congelation ice	freshwater congelation ice [ENVO:01001515]
