sample_type	area_type	hab1	hab2	hab3	hab_depth	env_broad_curie	env_broad_label	env_local_curie	env_local_label	env_medium_curie	env_medium_label	curation_status	notes
Soil	Agriculture	Fields	Poales, Cereal	Wheat, Spring, Green grain	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter, Green Grain	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass		2	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Grass for crop	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Grass for crop, Cocksfoot	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Grass for crop, Common meadow-grass	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Grass for crop, Fescue	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Grass for crop, Ryegrass	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Grass in rotation	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Grass in rotation, No clover	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Permanent grass, Low yield	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Permanent grass, No clover	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Poales, grass	Permanent grass, Normal yield	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Superasterids		2	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Superasterids	Caryophyllales, Beetroot	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Superasterids	Caryophyllales, Fodder beet	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Superasterids	Caryophyllales, Spinach	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture	Fields	Superasterids	Caryophyllales, Sugar beet	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture (reclaimed lowland)	Fields			1	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture (reclaimed lowland)	Fields	Fallow		2	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture (reclaimed lowland)	Fields	Malvids		2	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture (reclaimed lowland)	Fields	Malvids	Brassicales, Rapeseed	3	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture (reclaimed lowland)	Fields	Poales, Cereal		2	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Agriculture (reclaimed lowland)	Fields	Poales, grass		2	ENVO:01000245	cropland biome	ENVO:00000114	agricultural field	ENVO:00002259	agricultural soil	carried_l1	Inherited hab1-level triple from L1 (Soil Agriculture Fields).
Soil	Natural	Bogs, mires and fens			1	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Calcareous fens		2	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Calcareous fens	Cladium fens	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Fen wetland (non-habitat type)		2	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Fen wetland (non-habitat type)	Wet fens	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Mire (non-habitat type)		2	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Mire (non-habitat type)	§3 mire	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs		2	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Active raised bogs	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Degraded raised bog	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Mineral-rich springs and springfens (not Fennoscandia)	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Rhynchosporion depressions	3	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Bogs, mires and fens	Wet thicket  (non-habitat type)		2	ENVO:01000190	flooded savanna biome	ENVO:00000000		ENVO:00005774	peat soil	carried_l1	env_local stays sentinel: runoak re-confirmed fen/bog/mire/peatland/marsh all fail the env_local anchor ENVO:01000813.
Soil	Natural	Coastal			1	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Coastal	Salt marshes and salt meadows		2	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows	3	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Coastal	Salt marshes and salt meadows	Inland salt meadows	3	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Coastal	Salt marshes and salt meadows	Salicornia mud	3	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Coastal	Salt marshes and salt meadows	Spartina swards	3	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches		2	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Annual vegetation of drift lines	3	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Perennial vegetation of stony banks	3	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Vegetated sea cliffs of the Atlantic and Baltic Coasts	3	ENVO:00000447	marine biome	ENVO:00000303	sea coast	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Coastal).
Soil	Natural	Dunes			1	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Inland dunes		2	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Inland dunes	Inland dunes Empetrum nigrum	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Inland dunes	Inland dunes Genista	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Inland dunes	Inland dunes grass	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes		2	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes	Coastal dunes with Juniperus spp.	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes	Dunes H. rhamnoides	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes	Dunes creeping willow	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes	Embryonic shifting dunes	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes	Humid dune slacks	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Dunes	Sea dunes	Wooded dunes	3	ENVO:00000000		ENVO:00000170	dune	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Dunes).
Soil	Natural	Forests			1	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)		2	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Alder	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Aspen	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Beech	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Birch	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Birch swamp	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Birch-coniferous mix	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Coniferous forest	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Deciduous trees	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Douglas	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Larch	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Maple	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Non-native trees (exotic)	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Pedunculate oak	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Pine	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Sitka	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Spruce	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Forest (non-habitattype)	Willow	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests		2	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests	Alluvial woodland	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests	Beech forests Acidophilous with Ilex	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests	Beech forests Limestone	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests	Bog woodland	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests	Oak-hornbeam forests Galio-Carpinetum	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	3	ENVO:01000174	forest biome	ENVO:01001243	forest ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Forests).
Soil	Natural	Grassland formations			1	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Grasslands (non-habitat type)		2	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Grasslands (non-habitat type)	§3 grasslands	3	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Natural grasslands		2	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands	3	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Semi-natural dry grasslands		2	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	3	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	3	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		2	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	3	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	3	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	3	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Natural meadow (6410 subtype)	3	ENVO:01000177	grassland biome	ENVO:01001206	grassland ecosystem	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Grassland formations).
Soil	Natural	Rocky habitats and caves			1	ENVO:00000000		ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	hab2 'Rocky slopes with vegetation' -> cliff (runoak-validated); 'Other rocky habitats' keeps cave.
Soil	Natural	Rocky habitats and caves	Other rocky habitats		2	ENVO:00000000		ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	hab2 'Rocky slopes with vegetation' -> cliff (runoak-validated); 'Other rocky habitats' keeps cave.
Soil	Natural	Rocky habitats and caves	Other rocky habitats	Sea caves	3	ENVO:00000000		ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	hab2 'Rocky slopes with vegetation' -> cliff (runoak-validated); 'Other rocky habitats' keeps cave.
Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation		2	ENVO:00000000		ENVO:00000087	cliff	ENVO:00001998	soil	refined	hab2 'Rocky slopes with vegetation' -> cliff (runoak-validated); 'Other rocky habitats' keeps cave.
Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rock with pioneer vegetation	3	ENVO:00000000		ENVO:00000087	cliff	ENVO:00001998	soil	refined	hab2 'Rocky slopes with vegetation' -> cliff (runoak-validated); 'Other rocky habitats' keeps cave.
Soil	Natural	Rocky habitats and caves	Rocky slopes with vegetation	Siliceous rocky slopes	3	ENVO:00000000		ENVO:00000087	cliff	ENVO:00001998	soil	refined	hab2 'Rocky slopes with vegetation' -> cliff (runoak-validated); 'Other rocky habitats' keeps cave.
Soil	Natural	Sclerophyllous scrub			1	ENVO:01000176	shrubland biome	ENVO:00000300	scrubland area	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Sclerophyllous scrub).
Soil	Natural	Sclerophyllous scrub	Scrub		2	ENVO:01000176	shrubland biome	ENVO:00000300	scrubland area	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Sclerophyllous scrub).
Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub	3	ENVO:01000176	shrubland biome	ENVO:00000300	scrubland area	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Sclerophyllous scrub).
Soil	Natural	Temperate heath and scrub			1	ENVO:01000176	shrubland biome	ENVO:00000107	heath	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Temperate heath and scrub).
Soil	Natural	Temperate heath and scrub	Temperate heath		2	ENVO:01000176	shrubland biome	ENVO:00000107	heath	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Temperate heath and scrub).
Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	3	ENVO:01000176	shrubland biome	ENVO:00000107	heath	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Temperate heath and scrub).
Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath	3	ENVO:01000176	shrubland biome	ENVO:00000107	heath	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Natural Temperate heath and scrub).
